ReviewID,Phrases,Phrase_Count
2518,friendly attentive,1
2518,friendlier enthusiastic,1
2518,food good,1
2518,find comfortable,1
2487,heard good,1
2518,enthusiastic jobs,1
2518,enjoyable flight,1
2518,enjoy ying,1
2518,end holiday,1
2518,comfortable enjoy,1
2518,club friendly,1
2487,hoping something,1
2518,clean smart,1
2518,appeared friendlier,1
2487,popular uk,1
2518,appeared clean,1
2518,absolutely wonderful,1
2517,standard definitely,1
2517,sea good,1
2487,superior heard,1
2517,offering better,1
2520,pleased lounge,1
2520,pleasure offered,1
2520,really care,1
2523,best seats,1
2485,created huge,1
2485,flight amazed,1
2485,help put,1
2523,good dinner,1
2485,unwillingness help,1
2486,bed comfortable,1
2523,extremely good,1
2523,crew better,1
2523,better airline,1
2523,best two,1
2522,smiles helpful,1
2521,system great,1
2522,helpful food,1
2522,friendly crew,1
2522,crew smiles,1
2522,clean friendly,1
2486,comfortable flat,1
2522,aircraft clean,1
2521,willing help,1
2521,true plane,1
2521,throughout pleasant,1
2521,throughout cheery,1
2523,mainly superb,1
2523,maybe best,1
2523,past best,1
2523,superb service,1
2528,service good,1
2528,good food,1
2484,friendly professional,1
2528,entertainment system,1
2528,cold entertainment,1
2528,better first,1
2528,airways better,1
2527,track excellent,1
2527,heathrow fabulous,1
2527,good check,1
2527,fabulous lounge,1
2527,excellent japan,1
2527,airways good,1
2526,screen best,1
2526,best part,1
2525,said happy,1
2525,happy buy,1
2484,sounded friendly,1
2523,wonderful flights,1
2485,amazed british,1
2523,two wonderful,1
2521,tasty delicious,1
2521,sincerely plenty,1
2520,really relaxing,1
2521,ba best,1
2521,entertainment system,1
2521,enjoyed goats,1
2521,delicious castelnau,1
2521,could better,1
2521,comfortable functioning,1
2521,choices enjoyed,1
2521,cheery personable,1
2521,better especially,1
2521,begin holiday,1
2486,good film,1
2521,apologised sincerely,1
2521,seats comfortable,1
2521,aplomb relaxing,1
2520,wins hands,1
2520,upper clean,1
2520,treat want,1
2520,traveling pleasure,1
2520,superb everything,1
2520,staff friendly,1
2520,service brilliant,1
2520,relaxing treat,1
2486,good food,1
2486,good experience,1
2486,good except,1
2521,excellent chablis,1
2521,excellent wine,1
2521,relaxing luxurious,1
2521,regularly entertainment,1
2521,progress throughout,1
2521,pleasant afternoon,1
2521,perfectly greeted,1
2521,menu excellent,1
2521,manned friendly,1
2521,including excellent,1
2521,holiday great,1
2521,help plenty,1
2521,greeted friendly,1
2521,great example,1
2521,great club,1
2486,existent entertainment,1
2521,gatwick true,1
2521,functioning perfectly,1
2521,friendly personable,1
2521,friendly crew,1
2486,food good,1
2521,flight progress,1
2521,fantastic flight,1
2515,impressive round,1
2515,friendly efficient,1
2489,decent fantastic,1
2500,good entertainment,1
2500,take opportunity,1
2500,support proud,1
2500,service good,1
2500,say good,1
2500,rebooting luck,1
2500,proud national,1
2500,opportunity redesign,1
2500,maintain brave,1
2500,luck onwards,1
2500,good friendly,1
2500,friendly food,1
2492,aircraft clean,1
2500,brave company,1
2499,overall good,1
2499,good service,1
2499,good experience,1
2499,give good,1
2491,great apart,1
2499,flights comfortable,1
2499,fast easy,1
2499,easy flights,1
2499,comfortable seats,1
2500,want support,1
2501,along complimentary,1
2501,boarding nice,1
2501,comfortable middle,1
2503,trip great,1
2503,terminal good,1
2503,service good,1
2503,great almost,1
2503,good would,1
2503,good variety,1
2503,free avios,1
2503,class free,1
2503,almost free,1
2502,hand flight,1
2502,crew hand,1
2501,seat free,1
2501,seat comfortable,1
2501,offered good,1
2501,nice offered,1
2501,good food,1
2501,friendly attentive,1
2501,free allow,1
2501,crew friendly,1
2501,complimentary drinks,1
2491,everything great,1
2498,seats good,1
2498,price comfortable,1
2506,airways excellent,1
2493,onboard entertainment,1
2495,taste amazing,1
2495,seat comfortable,1
2495,orderly clean,1
2495,much better,1
2495,clean seemed,1
2495,better option,1
2494,phone help,1
2494,need help,1
2494,holiday flights,1
2494,help line,1
2493,neighbour entertainment,1
2498,inflight entertainment,1
2492,comfortable crew,1
2493,entertainment systems,1
2493,entertainment system,1
2492,one lovely,1
2492,lovely turkey,1
2492,helpful catering,1
2492,great value,1
2492,great hotel,1
2492,four excellent,1
2492,experience great,1
2496,geneva holiday,1
2496,holiday parents,1
2496,satisfactory recommended,1
2496,strong simple,1
2498,good inflight,1
2492,bar great,1
2498,good food,1
2498,good experience,1
2498,good bags,1
2498,free hotel,1
2498,entertainment good,1
2498,delivered free,1
2498,comfortable seats,1
2497,well good,1
2497,seat comfortable,1
2497,much better,1
2497,gru amazing,1
2497,good able,1
