ReviewID,Phrases,Phrase_Count
2600,disappointing british,1
2600,poor compared,1
2600,rather disappointing,1
2600,screen poor,1
2600,seats tired,1
2600,shocking difference,1
2600,tired oudated,1
2597,product tired,1
2597,overall tired,1
2601,fog forced,1
2597,food shocking,1
2592,food bad,1
2592,members rude,1
2592,problem allowing,1
2592,problem seat,1
2592,rude food,1
2592,seems problem,1
2592,shameful service,1
2593,day unacceptable,1
2593,found outrageous,1
2593,outrageous first,1
2593,unacceptable option,1
2594,awful economy,1
2594,seat awful,1
2595,complained window,1
2595,could fault,1
2595,fault planes,1
2595,negative reviews,1
2595,people complained,1
2595,recent negative,1
2597,attitude problem,1
2597,centre useless,1
2600,vod shocking,1
2601,forced cancellation,1
2615,annoying stow,1
2606,worse person,1
2607,food starve,1
2607,starve also,1
2609,options poor,1
2611,bad dreamliner,1
2611,disappointing new,1
2611,ill fitting,1
2611,tray ill,1
2611,unacceptably bad,1
2612,frustrating climb,1
2612,limited frustrating,1
2613,disappointed let,1
2613,error quietly,1
2613,would disappointed,1
2614,experience miserable,1
2614,extremely uncomfortable,1
2614,lose luggage,1
2614,manage lose,1
2614,miserable inconvenient,1
2614,options poor,1
2614,poor never,1
2615,also annoying,1
2606,wrong gate,1
2606,worse ife,1
2601,quite stressful,1
2606,trouble storing,1
2601,stress reduced,1
2601,stressful passengers,1
2601,washington stress,1
2602,bad never,1
2602,disappointed would,1
2602,steak bad,1
2602,us disappointed,1
2604,layout poor,1
2604,poor quality,1
2605,actually worthless,1
2605,back vain,1
2605,chosen worst,1
2605,vain flew,1
2605,worst business,1
2605,worthless since,1
2606,counters wrong,1
2606,disappointing service,1
2606,impossible worse,1
2606,passengers trouble,1
2606,rather disappointing,1
2606,things worse,1
2528,system broke,1
2528,section dirty,1
2528,say disappointed,1
2441,uk problems,1
2442,bad vancouver,1
2442,food awful,1
2443,next useless,1
2443,useless employees,1
2445,box disappointing,1
2445,disappointing sandwich,1
2446,airways dreadful,1
2446,awful food,1
2446,dreadful zero,1
2446,food rude,1
2446,planes awful,1
2446,rude staff,1
2447,asked problem,1
2447,awful dark,1
2447,died afterwards,1
2447,disappointing experience,1
2447,problem problem,1
2447,problem would,1
2447,say disappointing,1
2447,screen awful,1
2448,breakfast horrendous,1
2442,awful way,1
2441,problems return,1
2449,damn attitude,1
2439,wrong job,1
2435,poor queues,1
2435,screens poor,1
2436,get worse,1
2436,worse checked,1
2437,fat bad,1
2437,fault frontline,1
2437,fault usually,1
2437,flight fault,1
2437,fly fault,1
2438,awful luke,1
2438,choices poor,1
2438,food awful,1
2438,poor films,1
2439,blatantly wrong,1
2439,experience negative,1
2439,experience unfortunate,1
2439,extremely incensed,1
2439,incensed paid,1
2439,major inconvenience,1
2439,negative behaviour,1
2439,unfortunate enough,1
2448,horrendous always,1
2449,give damn,1
2433,another dreadful,1
2457,sockets poor,1
2457,tired old,1
2457,tired seating,1
2459,disappointed understates,1
2459,person disappointed,1
2460,bad ground,1
2460,food poor,1
2460,poor upper,1
2460,service bad,1
2461,airways disappointing,1
2462,forced check,1
2462,full forced,1
2463,dumped tray,1
2463,entrée dumped,1
2463,inferior air,1
2463,main problem,1
2463,problem british,1
2463,way inferior,1
2465,airways awful,1
2465,awful first,1
2465,broken nothing,1
2465,problem seat,1
2457,standards tired,1
2457,poor usb,1
2451,harsh reaction,1
2457,poor ife,1
